spc_id,gemrate_id,console_name,player_name,parallel,card_number,card_description,loose_price,graded_price,manual_only_price,bgs_10_price,sales_volume,spc_date,gem_rate_all_time,gem_rate_past_month,total_graded,total_gems,graded_past_month,graded_prior_month,momentum_30d,last_gem_date,last_graded_date,pct_psa_10,pct_psa_9,pct_psa_8,pct_psa_7,pct_psa_6,pct_psa_5,pct_psa_4,pct_psa_3,cardladder_all_graded_url,gemrate_url,psa_cert_url
8555452,49aab38aeebb5412ccf87d330bc469401be2b383,Basketball Cards 2024 Panini Prizm,Tidjane Salaun,Multi Wave,262,Tidjane Salaun Multi Wave 262,$11.50,,,,4,2025-02-19,0%,,2,0,0,1,-100%,,2026-01-26,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=49aab38aeebb5412ccf87d330bc469401be2b383,https://www.gemrate.com/universal-search?gemrate_id=49aab38aeebb5412ccf87d330bc469401be2b383,
8548819,b411e22c29f3a9a566e3f14200edb3a0474e9ea5,Basketball Cards 2024 Panini Prizm,Kyle Filipowski,White Tiger Stripe,263,Kyle Filipowski White Tiger Stripe 263,,,,,0,2025-02-19,50%,,2,1,0,0,,2025-12-10,2026-01-22,50%,50%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=b411e22c29f3a9a566e3f14200edb3a0474e9ea5,https://www.gemrate.com/universal-search?gemrate_id=b411e22c29f3a9a566e3f14200edb3a0474e9ea5,https://www.psacard.com/cert/126289151/psa
8548828,aa27d1fb73b13a7d5757667284e52f392ad5828b,Basketball Cards 2024 Panini Prizm,Kyle Filipowski,Blue Seismic,263,Kyle Filipowski Blue Seismic 263,$18.00,,,,1,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=aa27d1fb73b13a7d5757667284e52f392ad5828b,https://www.gemrate.com/universal-search?gemrate_id=aa27d1fb73b13a7d5757667284e52f392ad5828b,https://www.psacard.com/cert/132564017/psa
8556376,486379fb294513ec9b78acc4daa854ceba6203e4,Basketball Cards 2024 Panini Prizm,Kyle Filipowski,Fast Break,263,Kyle Filipowski Fast Break 263,$4.28,$16.30,$47.17,$61.00,17,2025-02-19,50%,,2,1,0,0,,2025-07-31,2026-01-22,50%,50%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=486379fb294513ec9b78acc4daa854ceba6203e4,https://www.gemrate.com/universal-search?gemrate_id=486379fb294513ec9b78acc4daa854ceba6203e4,https://www.psacard.com/cert/114432833/psa
8557279,1b00c347835c7b7ea1052797bb8d6799e62f98dc,Basketball Cards 2024 Panini Prizm,Kyle Filipowski,White Wave,263,Kyle Filipowski White Wave 263,,,,,0,2025-02-19,0%,0%,2,0,1,0,,,2026-02-06,0%,50%,50%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=1b00c347835c7b7ea1052797bb8d6799e62f98dc,https://www.gemrate.com/universal-search?gemrate_id=85c29075a7f71cd08dd9dc4265cbb7658d06e51f,https://www.psacard.com/cert/143573302/psa
8548833,4c68cfeb2f6ec598fadae161f97078da7341f5c6,Basketball Cards 2024 Panini Prizm,Kyle Filipowski,Red Pulsar,263,Kyle Filipowski Red Pulsar 263,$20.00,,,,4,2025-02-19,50%,,2,1,0,0,,2025-07-04,2026-01-22,50%,50%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=4c68cfeb2f6ec598fadae161f97078da7341f5c6,https://www.gemrate.com/universal-search?gemrate_id=4c68cfeb2f6ec598fadae161f97078da7341f5c6,https://www.psacard.com/cert/114802049/psa
8548839,74b69fb85f92728dd6c50704ef41c1dcaaa95b5f,Basketball Cards 2024 Panini Prizm,Kyle Filipowski,Purple Pulsar,263,Kyle Filipowski Purple Pulsar 263,$69.89,,,,1,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=74b69fb85f92728dd6c50704ef41c1dcaaa95b5f,https://www.gemrate.com/universal-search?gemrate_id=74b69fb85f92728dd6c50704ef41c1dcaaa95b5f,https://www.psacard.com/cert/118815974/psa
8548824,840248aa9d5ac0b83871da963378f7e36b98d45e,Basketball Cards 2024 Panini Prizm,Kyle Filipowski,Blue Sparkle,263,Kyle Filipowski Blue Sparkle 263,$20.25,$40.28,$112.15,$146.00,6,2025-02-19,0%,0%,2,0,1,0,,,2026-02-19,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=840248aa9d5ac0b83871da963378f7e36b98d45e,https://www.gemrate.com/universal-search?gemrate_id=840248aa9d5ac0b83871da963378f7e36b98d45e,https://www.psacard.com/cert/137224559/psa
8557280,c5061103bc988e7dfde97aa2e20337a3a2c5ba8a,Basketball Cards 2024 Panini Prizm,Kyle Filipowski,Gold Lazer,263,Kyle Filipowski Gold Lazer 263,$271.50,,,,4,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=c5061103bc988e7dfde97aa2e20337a3a2c5ba8a,https://www.gemrate.com/universal-search?gemrate_id=c5061103bc988e7dfde97aa2e20337a3a2c5ba8a,https://www.psacard.com/cert/126393104/psa
8548885,41d5f5310eba6a6737a47978d20d64a8845b9f3a,Basketball Cards 2024 Panini Prizm,Alexandre Sarr,Green Shimmer Fotl,264,Alexandre Sarr Green Shimmer Fotl 264,$860.00,,,,1,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=41d5f5310eba6a6737a47978d20d64a8845b9f3a,https://www.gemrate.com/universal-search?gemrate_id=41d5f5310eba6a6737a47978d20d64a8845b9f3a,https://www.psacard.com/cert/116601921/psa
8548861,02a4ca82bdd42cb9b5fa87aecec93cf716aa0fe4,Basketball Cards 2024 Panini Prizm,Alexandre Sarr,White Tiger Stripe,264,Alexandre Sarr White Tiger Stripe 264,,,,,0,2025-02-19,0%,0%,2,0,1,0,,,2026-02-16,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=02a4ca82bdd42cb9b5fa87aecec93cf716aa0fe4,https://www.gemrate.com/universal-search?gemrate_id=02a4ca82bdd42cb9b5fa87aecec93cf716aa0fe4,https://www.psacard.com/cert/141417347/psa
8558803,3dbfa27e3501fbddb466711e7156d1a96afd6deb,Basketball Cards 2024 Panini Prizm,Alexandre Sarr,Gold Lazer,264,Alexandre Sarr Gold Lazer 264,$404.00,,,,1,2025-02-19,50%,,2,1,0,1,-100%,2026-01-08,2026-01-22,50%,0%,0%,50%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=3dbfa27e3501fbddb466711e7156d1a96afd6deb,https://www.gemrate.com/universal-search?gemrate_id=3dbfa27e3501fbddb466711e7156d1a96afd6deb,https://www.psacard.com/cert/137718068/psa
8548876,4c523288a81705794bedace244b04d7583fc76dd,Basketball Cards 2024 Panini Prizm,Alexandre Sarr,White Ice,264,Alexandre Sarr White Ice 264,$300.00,,,,6,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=4c523288a81705794bedace244b04d7583fc76dd,https://www.gemrate.com/universal-search?gemrate_id=4c523288a81705794bedace244b04d7583fc76dd,https://www.psacard.com/cert/118923491/psa
8554513,f0bfa481cfeb530f8e0b5681ab9926471b830fee,Basketball Cards 2024 Panini Prizm,Zaccharie Risacher,Plum Blossom Prizm,265,Zaccharie Risacher Plum Blossom Prizm 265,,,,,0,2025-02-19,0%,0%,2,0,2,0,,,2026-02-20,0%,50%,50%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=f0bfa481cfeb530f8e0b5681ab9926471b830fee,https://www.gemrate.com/universal-search?gemrate_id=cb663de2f2ed88c82d4a46a01f0e92cfb3f91b06,
8548928,d71d727a74b2f4a5068a40893826a70ed9f224e2,Basketball Cards 2024 Panini Prizm,Zaccharie Risacher,Green Sparkle,265,Zaccharie Risacher Green Sparkle 265,,$595.00,,,0,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,50%,0%,50%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=d71d727a74b2f4a5068a40893826a70ed9f224e2,https://www.gemrate.com/universal-search?gemrate_id=d71d727a74b2f4a5068a40893826a70ed9f224e2,https://www.psacard.com/cert/129106540/psa
8554512,a002c1f1f946365c15fbbd74dbc59b0f52c1231e,Basketball Cards 2024 Panini Prizm,Zaccharie Risacher,Pink Pulsar,265,Zaccharie Risacher Pink Pulsar 265,$160.00,,,,1,2025-02-19,50%,,2,1,0,0,,2025-09-09,2026-01-22,50%,50%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=a002c1f1f946365c15fbbd74dbc59b0f52c1231e,https://www.gemrate.com/universal-search?gemrate_id=a002c1f1f946365c15fbbd74dbc59b0f52c1231e,https://www.psacard.com/cert/125493322/psa
8553629,101a35aecf100e182f1cbbdb4611541069086404,Basketball Cards 2024 Panini Prizm,Zaccharie Risacher,White Tiger Stripe,265,Zaccharie Risacher White Tiger Stripe 265,,,,,0,2025-02-19,0%,0%,2,0,1,1,0%,,2026-02-27,0%,50%,50%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=101a35aecf100e182f1cbbdb4611541069086404,https://www.gemrate.com/universal-search?gemrate_id=101a35aecf100e182f1cbbdb4611541069086404,
8562221,230399a592dc098f01945e3e635c474e3f12aab2,Basketball Cards 2024 Panini Prizm,Zaccharie Risacher,Green Pulsar,265,Zaccharie Risacher Green Pulsar 265,$439.53,,,,2,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=230399a592dc098f01945e3e635c474e3f12aab2,https://www.gemrate.com/universal-search?gemrate_id=230399a592dc098f01945e3e635c474e3f12aab2,https://www.psacard.com/cert/111788699/psa
8561116,27ad2ed50ab9894dd59f81687391f0a0ca5ff11d,Basketball Cards 2024 Panini Prizm,Zaccharie Risacher,Wave,265,Zaccharie Risacher Wave 265,$9.33,,,,1,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,50%,50%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=27ad2ed50ab9894dd59f81687391f0a0ca5ff11d,https://www.gemrate.com/universal-search?gemrate_id=27ad2ed50ab9894dd59f81687391f0a0ca5ff11d,https://www.psacard.com/cert/119518739/psa
8548967,bf30db8460e5e1d1f3e5ce4767a980721ac5c18b,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Gold Prizm,266,Bobi Klintman Gold Prizm 266,$200.00,,,,1,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,50%,50%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=bf30db8460e5e1d1f3e5ce4767a980721ac5c18b,https://www.gemrate.com/universal-search?gemrate_id=bf30db8460e5e1d1f3e5ce4767a980721ac5c18b,https://www.psacard.com/cert/131244547/psa
8549294,5a198a06588c99ef896b003170e8bb0f4ecd82ef,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Lotus Flower Prizm,266,Bobi Klintman Lotus Flower Prizm 266,,,,,0,2025-02-19,50%,,2,1,0,0,,2025-12-10,2026-01-22,50%,50%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=5a198a06588c99ef896b003170e8bb0f4ecd82ef,https://www.gemrate.com/universal-search?gemrate_id=5a198a06588c99ef896b003170e8bb0f4ecd82ef,https://www.psacard.com/cert/116804472/psa
8548958,d38032df1dda5e1d380f5dc7a5fc3c8ff0ecb7c1,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Blue Choice,266,Bobi Klintman Blue Choice 266,$3.31,$14.96,$43.50,$57.00,5,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=d38032df1dda5e1d380f5dc7a5fc3c8ff0ecb7c1,https://www.gemrate.com/universal-search?gemrate_id=d38032df1dda5e1d380f5dc7a5fc3c8ff0ecb7c1,https://www.psacard.com/cert/128572399/psa
8556387,bca2f34c86d3af30091020f0f5ef54bbc1db9c18,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Orange Wave,266,Bobi Klintman Orange Wave 266,$9.07,$10.50,,,5,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,50%,50%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=bca2f34c86d3af30091020f0f5ef54bbc1db9c18,https://www.gemrate.com/universal-search?gemrate_id=bca2f34c86d3af30091020f0f5ef54bbc1db9c18,https://www.psacard.com/cert/116130126/psa
8548964,31721ee032233928d43b2acc63638f306cb7623a,Basketball Cards 2024 Panini Prizm,Bobi Klintman,White Ice,266,Bobi Klintman White Ice 266,,,,,0,2025-02-19,50%,,2,1,0,0,,2025-10-21,2026-01-22,50%,0%,50%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=31721ee032233928d43b2acc63638f306cb7623a,https://www.gemrate.com/universal-search?gemrate_id=31721ee032233928d43b2acc63638f306cb7623a,https://www.psacard.com/cert/123044889/psa
8548940,b053ba7710a3fedcf8d5e9a92d8ffd854e7d6c8f,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Red Sparkle,266,Bobi Klintman Red Sparkle 266,$1.75,,,,6,2025-02-19,0%,,2,0,0,2,-100%,,2026-01-30,0%,50%,50%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=b053ba7710a3fedcf8d5e9a92d8ffd854e7d6c8f,https://www.gemrate.com/universal-search?gemrate_id=b053ba7710a3fedcf8d5e9a92d8ffd854e7d6c8f,
8548949,cf775ba8477d37c03e72538ac81871ccb68add73,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Purple Ice,266,Bobi Klintman Purple Ice 266,$7.26,,,,5,2025-02-19,50%,,2,1,0,0,,2025-06-11,2026-01-22,50%,50%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=cf775ba8477d37c03e72538ac81871ccb68add73,https://www.gemrate.com/universal-search?gemrate_id=cf775ba8477d37c03e72538ac81871ccb68add73,https://www.psacard.com/cert/113008702/psa
8548960,2c74eeca97cd855b0ed0bc5a812fc3b565584066,Basketball Cards 2024 Panini Prizm,Bobi Klintman,White Wave,266,Bobi Klintman White Wave 266,$10.00,,,,1,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=2c74eeca97cd855b0ed0bc5a812fc3b565584066,https://www.gemrate.com/universal-search?gemrate_id=2c74eeca97cd855b0ed0bc5a812fc3b565584066,
8550293,3223d5c4b30ec41628ae42353957cbcfc4e21a0a,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Red Prizm,266,Bobi Klintman Red Prizm 266,$1.98,$16.69,$26.99,$35.00,12,2025-02-19,50%,0%,2,1,1,0,,2025-05-16,2026-02-10,50%,50%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=3223d5c4b30ec41628ae42353957cbcfc4e21a0a,https://www.gemrate.com/universal-search?gemrate_id=3223d5c4b30ec41628ae42353957cbcfc4e21a0a,https://www.psacard.com/cert/111142856/psa
8548935,a13670c31e6c44f4ac4429f7172d172f361bc9bd,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Glitter,266,Bobi Klintman Glitter 266,$7.87,$21.80,$62.09,$81.00,8,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,50%,50%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=a13670c31e6c44f4ac4429f7172d172f361bc9bd,https://www.gemrate.com/universal-search?gemrate_id=a13670c31e6c44f4ac4429f7172d172f361bc9bd,https://www.psacard.com/cert/128337911/psa
8548950,22cc68e92e32f7c0ea7c57db3a501e937b9fdd36,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Blue Ice,266,Bobi Klintman Blue Ice 266,$6.08,$19.29,$55.24,$72.00,6,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,50%,50%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=22cc68e92e32f7c0ea7c57db3a501e937b9fdd36,https://www.gemrate.com/universal-search?gemrate_id=22cc68e92e32f7c0ea7c57db3a501e937b9fdd36,
8551999,490ac881cbb45ee63381a331fac1c382c9235c43,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Bronze Fast Break,266,Bobi Klintman Bronze Fast Break 266,$26.50,,,,4,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=490ac881cbb45ee63381a331fac1c382c9235c43,https://www.gemrate.com/universal-search?gemrate_id=490ac881cbb45ee63381a331fac1c382c9235c43,https://www.psacard.com/cert/117707904/psa
8550296,3bfd44d056e59091837bb17ef56a9bcffabd9bd7,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Blue Shimmer Fotl,266,Bobi Klintman Blue Shimmer Fotl 266,$20.25,,,,3,2025-02-19,50%,,2,1,0,0,,2025-06-11,2026-01-22,50%,50%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=3bfd44d056e59091837bb17ef56a9bcffabd9bd7,https://www.gemrate.com/universal-search?gemrate_id=3bfd44d056e59091837bb17ef56a9bcffabd9bd7,https://www.psacard.com/cert/113008704/psa
8553633,7b5289b64387d84cd10d6f15584bc713eff0a1ea,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Teal Ice,266,Bobi Klintman Teal Ice 266,$5.00,,,,3,2025-02-19,0%,,2,0,0,1,-100%,,2026-01-22,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=7b5289b64387d84cd10d6f15584bc713eff0a1ea,https://www.gemrate.com/universal-search?gemrate_id=7b5289b64387d84cd10d6f15584bc713eff0a1ea,https://www.psacard.com/cert/117717640/psa
8550297,44ec1babc219f5c727f9215011373bd3cc7526d6,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Black Gold Prizm,266,Bobi Klintman Black Gold Prizm 266,$236.25,,,,2,2025-02-19,50%,,2,1,0,0,,2025-08-13,2026-01-22,50%,0%,50%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=44ec1babc219f5c727f9215011373bd3cc7526d6,https://www.gemrate.com/universal-search?gemrate_id=44ec1babc219f5c727f9215011373bd3cc7526d6,https://www.psacard.com/cert/117707930/psa
8548966,a63200d69359f93ed9eb6b7ef6107ddcc2c8bd25,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Mojo Prizm,266,Bobi Klintman Mojo Prizm 266,,,,,0,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=a63200d69359f93ed9eb6b7ef6107ddcc2c8bd25,https://www.gemrate.com/universal-search?gemrate_id=a63200d69359f93ed9eb6b7ef6107ddcc2c8bd25,
8550292,df24b4ed394f8ca8dae79d3f099f9fd30406de45,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Blue Yellow Green Choice,266,Bobi Klintman Blue Yellow Green Choice 266,$2.09,,,,4,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,50%,50%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=df24b4ed394f8ca8dae79d3f099f9fd30406de45,https://www.gemrate.com/universal-search?gemrate_id=df24b4ed394f8ca8dae79d3f099f9fd30406de45,https://www.psacard.com/cert/120073805/psa
8548951,682e053cc0c02e28f5653a361e3b24ceea160e23,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Red Fast Break,266,Bobi Klintman Red Fast Break 266,$4.02,$16.02,$46.39,$60.00,7,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,50%,50%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=682e053cc0c02e28f5653a361e3b24ceea160e23,https://www.gemrate.com/universal-search?gemrate_id=682e053cc0c02e28f5653a361e3b24ceea160e23,https://www.psacard.com/cert/120583430/psa
8548946,7fa899e5fd5061736826b58773f5e3d304b65b4a,Basketball Cards 2024 Panini Prizm,Bobi Klintman,Blue Fast Break,266,Bobi Klintman Blue Fast Break 266,$6.12,$19.09,$54.71,$71.00,8,2025-02-19,50%,,2,1,0,0,,2025-06-14,2026-01-22,50%,50%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=7fa899e5fd5061736826b58773f5e3d304b65b4a,https://www.gemrate.com/universal-search?gemrate_id=7fa899e5fd5061736826b58773f5e3d304b65b4a,https://www.psacard.com/cert/112943589/psa
8549309,86c9df28fe0707be3c5d16a8b5e7756f8239978a,Basketball Cards 2024 Panini Prizm,Adem Bona,White Sparkle,267,Adem Bona White Sparkle 267,$59.01,$80.00,,,5,2025-02-19,50%,,2,1,0,0,,2025-10-01,2026-01-22,50%,50%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=86c9df28fe0707be3c5d16a8b5e7756f8239978a,https://www.gemrate.com/universal-search?gemrate_id=86c9df28fe0707be3c5d16a8b5e7756f8239978a,https://www.psacard.com/cert/126813487/psa
8549324,3c0cfef01ce4554f7d6823a5c21e41ea3c1b63f4,Basketball Cards 2024 Panini Prizm,Adem Bona,Jade Dragon Scale Prizm,267,Adem Bona Jade Dragon Scale Prizm 267,$12.25,,,,8,2025-02-19,0%,0%,2,0,1,0,,,2026-02-05,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=3c0cfef01ce4554f7d6823a5c21e41ea3c1b63f4,https://www.gemrate.com/universal-search?gemrate_id=3c0cfef01ce4554f7d6823a5c21e41ea3c1b63f4,
8549325,cd072acdf9bc6c5697747793c52472da7d295ae5,Basketball Cards 2024 Panini Prizm,Adem Bona,Blue Shimmer Fotl,267,Adem Bona Blue Shimmer Fotl 267,$61.72,$101.15,$277.32,$361.00,6,2025-02-19,50%,,2,1,0,0,,2025-08-19,2026-01-22,50%,50%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=cd072acdf9bc6c5697747793c52472da7d295ae5,https://www.gemrate.com/universal-search?gemrate_id=cd072acdf9bc6c5697747793c52472da7d295ae5,https://www.psacard.com/cert/119223186/psa
8552708,6eb11f6124d1fdc7ec5740d34607001c065b39a5,Basketball Cards 2024 Panini Prizm,Adem Bona,Glitter,267,Adem Bona Glitter 267,$70.00,$114.89,$315.28,$410.00,11,2025-02-19,50%,,2,1,0,0,,2025-10-14,2026-01-22,50%,50%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=6eb11f6124d1fdc7ec5740d34607001c065b39a5,https://www.gemrate.com/universal-search?gemrate_id=6eb11f6124d1fdc7ec5740d34607001c065b39a5,https://www.psacard.com/cert/128486827/psa
8561906,0e072ce0fb53952a4606a3c628bf82c0b9ebc64e,Basketball Cards 2024 Panini Prizm,Adem Bona,Blue Choice,267,Adem Bona Blue Choice 267,$22.75,,,,3,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=0e072ce0fb53952a4606a3c628bf82c0b9ebc64e,https://www.gemrate.com/universal-search?gemrate_id=0e072ce0fb53952a4606a3c628bf82c0b9ebc64e,https://www.psacard.com/cert/117831214/psa
8552713,0967a666572f598e54615ee0122f25ec3842ec24,Basketball Cards 2024 Panini Prizm,Adem Bona,Bronze Fast Break,267,Adem Bona Bronze Fast Break 267,$22.68,,,,2,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,50%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=0967a666572f598e54615ee0122f25ec3842ec24,https://www.gemrate.com/universal-search?gemrate_id=0967a666572f598e54615ee0122f25ec3842ec24,https://www.psacard.com/cert/124621573/psa
8549333,25137d211c8d5e99bf71f4f34c17611f93a1a773,Basketball Cards 2024 Panini Prizm,Adem Bona,Green Choice,267,Adem Bona Green Choice 267,$195.25,,,,3,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,0%,100%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=25137d211c8d5e99bf71f4f34c17611f93a1a773,https://www.gemrate.com/universal-search?gemrate_id=25137d211c8d5e99bf71f4f34c17611f93a1a773,https://www.psacard.com/cert/128486830/psa
8549323,24c40ee6c37259d20fb06448222274bcd3b30e20,Basketball Cards 2024 Panini Prizm,Adem Bona,Pink Fast Break,267,Adem Bona Pink Fast Break 267,$5.37,,$34.00,$44.00,4,2025-02-19,50%,,2,1,0,0,,2025-09-23,2026-01-22,50%,50%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=24c40ee6c37259d20fb06448222274bcd3b30e20,https://www.gemrate.com/universal-search?gemrate_id=24c40ee6c37259d20fb06448222274bcd3b30e20,https://www.psacard.com/cert/122848007/psa
8550299,71d14d86e5a9d115314c6472894a094e7f611848,Basketball Cards 2024 Panini Prizm,Adem Bona,Purple Ice,267,Adem Bona Purple Ice 267,$8.66,$22.84,$64.85,$84.00,6,2025-02-19,50%,,2,1,0,0,,2025-09-03,2026-01-22,50%,50%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=71d14d86e5a9d115314c6472894a094e7f611848,https://www.gemrate.com/universal-search?gemrate_id=71d14d86e5a9d115314c6472894a094e7f611848,https://www.psacard.com/cert/121189482/psa
8549336,9f0e8330b4caff2a5584ff98253d4db79510ce6e,Basketball Cards 2024 Panini Prizm,Adem Bona,Black Gold Prizm,267,Adem Bona Black Gold Prizm 267,,$575.00,,,0,2025-02-19,0%,,2,0,0,0,,,2026-01-22,0%,50%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=9f0e8330b4caff2a5584ff98253d4db79510ce6e,https://www.gemrate.com/universal-search?gemrate_id=9f0e8330b4caff2a5584ff98253d4db79510ce6e,https://www.psacard.com/cert/112361359/psa
8549307,20960cd4be89de9cc4d3c5847f78c3a0ad4b2923,Basketball Cards 2024 Panini Prizm,Adem Bona,Snakeskin Prizm,267,Adem Bona Snakeskin Prizm 267,$78.83,,,,4,2025-02-19,0%,0%,2,0,1,0,,,2026-02-26,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=20960cd4be89de9cc4d3c5847f78c3a0ad4b2923,https://www.gemrate.com/universal-search?gemrate_id=20960cd4be89de9cc4d3c5847f78c3a0ad4b2923,https://www.psacard.com/cert/110832204/psa
8549315,d3fb4621d7b5544973718c4f778b04d8a0fdfed6,Basketball Cards 2024 Panini Prizm,Adem Bona,Blue Fast Break,267,Adem Bona Blue Fast Break 267,$2.91,$14.04,$40.97,$53.00,14,2025-02-19,0%,0%,2,0,1,0,,,2026-02-12,0%,100%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=d3fb4621d7b5544973718c4f778b04d8a0fdfed6,https://www.gemrate.com/universal-search?gemrate_id=d3fb4621d7b5544973718c4f778b04d8a0fdfed6,https://www.psacard.com/cert/144439591/psa
